time,coverage
1.49853515625,0.09249461101312953
6.500554084777832,0.09249461101312953
11.498357057571411,0.09249461101312953
16.500911474227905,0.09249461101312953
21.498963832855225,0.21992199219921993
26.499988555908203,0.21992199219921993
31.49842596054077,0.21992199219921993
36.49846887588501,0.21992199219921993
41.49847865104675,0.21992199219921993
46.498440742492676,0.21992199219921993
51.49872803688049,0.22885241544288656
56.49871802330017,0.22885241544288656
61.498634815216064,0.2387014991181658
66.49878168106079,0.30682319223985893
71.49943590164185,0.30682319223985893
76.49914574623108,0.2682471787404441
