time,coverage
0.7053256034851074,0.09249461101312953
5.707089900970459,0.09249461101312953
10.705454111099243,0.22269570707070707
15.705455303192139,0.20907185058128455
20.710562705993652,0.20907185058128455
25.70559573173523,0.20155400155400155
30.707229137420654,0.20155400155400155
35.70627522468567,0.20155400155400155
40.70666718482971,0.19942926646706588
45.70584225654602,0.18467232202262143
50.70565056800842,0.17432590440420934
55.70676398277283,0.18982035928143712
60.707847595214844,0.20646585616645496
65.70596027374268,0.2853846153846154
70.70611548423767,0.28455307262569834
75.70604109764099,0.3079601990049751
80.70728898048401,0.3321171918186844
85.70625329017639,0.3357932559425097
90.70635223388672,0.33916528468767276
95.70643496513367,0.33916528468767276
100.7062439918518,0.33916528468767276
